platform,komentar,timestamp,sentimen
Instagram,kalau itu beneran ...butuh retreat,5/3/2025 19:39,netral
Instagram,intel pkl,5/3/2025 19:39,netral
Instagram,intel magang 🗿,5/3/2025 19:39,netral
Instagram,endingnya,5/3/2025 19:39,netral
Instagram,bukaya tapi suka jadi tukang provokasi 😂,5/3/2025 19:39,positif
Instagram,dibilang anarkis pada gak ini apn😂,5/3/2025 19:39,netral
Instagram,itel rebus itel,5/3/2025 19:39,netral
Instagram,kalau sudah tak berkuasa pdi bilang indonesia gelap 🤣🤣🤣,5/3/2025 19:39,positif
Instagram,baru kalni ada intel yagal🤣🤣🤣,5/3/2025 19:39,netral
Instagram,dia di pecat ga ya dari kerjya,5/3/2025 19:39,netral
Instagram,minimal temperglas hp nynti spy pak 😆,5/3/2025 19:39,netral
Instagram,sdm .,5/3/2025 19:39,netral
Instagram,sendiri di tengah2 mahasisa siapa yagak curiga cuy !?,5/3/2025 19:39,netral
Instagram,intel magang🗿,5/3/2025 19:39,netral
Instagram,intelnya digebukin dong 😂,5/3/2025 19:39,netral
Instagram,masih magang kayaknya 🤣🤣,5/3/2025 19:39,netral
Instagram,inimah intel celeron 🗿,5/3/2025 19:39,netral
Instagram,kasiajir bayangin itu keluarga / orang yang lagi kerja nafkahstri daknya😢,5/3/2025 19:39,netral
Instagram,kalo yg nunjukin ilang kig pak,5/3/2025 19:39,netral
Instagram,aduh dipecat habis ini,5/3/2025 19:39,netral
Instagram,nah ih ntr yg rusuh2 dan kompor meledug😂,5/3/2025 19:39,netral
Instagram,foto terbaik bulan ini 👏🔥👉,5/3/2025 19:39,netral
Instagram,intel kok dibela??? buer,5/3/2025 19:39,netral
Instagram,dia pasti karna keroyokan dong plis,5/3/2025 19:39,netral
Instagram,mending intelin b ama hacker bank,5/3/2025 19:39,netral
Instagram,intelnya harus mutasi aja di,5/3/2025 19:39,netral
Instagram,kemarin demo? 🗿,5/3/2025 19:39,netral
Instagram,tlol 🤣,5/3/2025 19:39,netral
Instagram,"""mf penyamaran saya "" 😂",5/3/2025 19:39,netral
Instagram,inteagi latihan kemarin sore abis,5/3/2025 19:39,netral
Instagram,intel= indomie telor 🤣😂,5/3/2025 19:39,netral
Instagram,kenapa ga pake ryzen,5/3/2025 19:39,netral
Instagram,k dibuy rakyat + dibuy atasan 🤣🤣,5/3/2025 19:39,netral
Instagram,ot ganti amd ryzen 🤣,5/3/2025 19:39,netral
Instagram,knp hrs digebukin? gmna perasn anak istrinya dirumah,5/3/2025 19:39,netral
Instagram,jadi sebenernya pas demo itu ada pengam terbukda . tugas intel itu pengam . biasanya videoin suasana demo yg bisa jadi barbulo emg demo berubah jadi . trualahnya dimana ahai demonstran yg budiman?,5/3/2025 19:39,netral
Instagram,kalo dia ..pasti dah jokter😢,5/3/2025 19:39,netral
Instagram,intel apn kaya gitu,5/3/2025 19:39,netral
Instagram,yaha intel,5/3/2025 19:39,netral
Instagram,aduh ketaan🗿,5/3/2025 19:39,netral
Instagram,baru kalnntel digebugin,5/3/2025 19:39,netral
Instagram,fans amd be,5/3/2025 19:39,netral
Instagram,"habis digebukin sampai kantor langsung dicabut jabataya darntel😂, ( ilang insentif) 😂😂🤣",5/3/2025 19:39,netral
Instagram,itu yang mau gebuktel pada sok🤣giliran kenti nyalahin,5/3/2025 19:39,netral
Instagram,lebih kasian ortu temen gue yg harus bayar kuliah lan karnnaknya milih demo timbang masuelas 😂 udah dikasi tau yg bolos krn demo/ketauan tipsen karna demo bakalan dikasi d masi .. sok²an terjun atas nama negara bertanung jaab atas diri sendiri aja,5/3/2025 19:39,netral
Instagram,ini kaya nya😭🤣,5/3/2025 19:39,netral
Instagram,😂😂😂😂😂😂,5/3/2025 19:39,netral
Instagram,mahasea,5/3/2025 19:39,netral
Instagram,"bapak2 nganur ngopi diarkop direkrut jdntel ya . ""aku ketahuan "" 😂😂",5/3/2025 19:39,netral
Instagram,"lah malah giliran di bls ""ibu "" 🗿",5/3/2025 19:39,netral
Instagram,apakah ini misi ontelnya berhasil? karna bikin ricuh 😭😭,5/3/2025 19:39,netral
Instagram,lain kali kalo jadntel jangan pakek font yanede pak 🤣,5/3/2025 19:39,netral
Instagram,bagusan ryzen 🗿,5/3/2025 19:39,netral
Instagram,itu bukan intel firdaus 😂😂😂🤣🤣,5/3/2025 19:39,netral
Instagram,abis kayanya digebukin,5/3/2025 19:39,netral
Instagram,berhasil tak disanjunagal tak .,5/3/2025 19:39,netral
Instagram,kenapa hrs digebukin ?,5/3/2025 19:39,netral
Instagram,bapak2 ...,5/3/2025 19:39,netral
Instagram,intel komunikasi masih pk a 😂😂😂😂,5/3/2025 19:39,netral
Instagram,es tehnya gk d pikul bang 😂,5/3/2025 19:39,netral
Instagram,indomi telur mksdnya?,5/3/2025 19:39,netral
Instagram,terlalu intel pak mending jadi kang bakso atau dagang teh,5/3/2025 19:39,netral
Instagram,intel itu dari polisi apa satpol ya ?,5/3/2025 19:39,netral
Instagram,bmer itu ak😭 biasanya liat hp jauhan😭,5/3/2025 19:39,netral
Instagram,jendral inyir sih a trus udh tau msh di ga dibales nanti pelanarayuruh push up sm nembak l 😅,5/3/2025 19:39,netral
Instagram,""""" ketauan🤣",5/3/2025 19:39,netral
Instagram,gmna rasanya di kroyok masa bang intel?,5/3/2025 19:39,netral
Instagram,intel ketauan 😭🤣🤣,5/3/2025 19:39,netral
Instagram,saya ketauan icikbos 😹,5/3/2025 19:39,netral
Instagram,intel koalah sasyarakat biasa 😭🤣,5/3/2025 19:39,netral
Instagram,kira² itu intel nya generasi ke brpa ? dan seri brpa ?,5/3/2025 19:39,netral
Instagram,matn aja,5/3/2025 19:39,netral
Instagram,sebagantel dia l🗿,5/3/2025 19:39,netral
Instagram,indomie telur 🥣,5/3/2025 19:39,netral
Instagram,itulah kenapa kuota orang dalem jangan lebih dari 20 ... jadi nup kan😂,5/3/2025 19:39,netral
Instagram,salah si b ampun itu paling dari markas cuma bilang siap lu gebukin anak2nya keluarganya gimana,5/3/2025 19:39,netral
Instagram,"""yg angkat hp intel "" 😭",5/3/2025 19:39,netral
Instagram,jadnget komandan yang di tangkap dan digebukin baahaya😂,5/3/2025 19:39,netral
Instagram,masih trag jadntel,5/3/2025 19:39,netral
Instagram,ada yg lempar batu ke trus pokis bisa pukul mundur😜prit anda nebie pak🤣,5/3/2025 19:39,netral
Instagram,itu mau demo apa mau tauran?,5/3/2025 19:39,netral
Instagram,ngapa mukamya mirip elu bro 😂😂 @,5/3/2025 19:39,netral
Instagram,kasian mukanya mo nangis🤣🤣🤣🤣,5/3/2025 19:39,netral
Instagram,tapi dia ninal jejak yg susah di .. yaitu tato,5/3/2025 19:39,netral
Instagram,🥷: mf jendral saya l,5/3/2025 19:39,netral
Instagram,semangaerus #,5/3/2025 19:39,netral
Instagram,mungkin mksdnya indomie,5/3/2025 19:39,netral
Instagram,haja di,5/3/2025 19:39,netral
Instagram,indomie telur,5/3/2025 19:39,netral
Instagram,pov user,5/3/2025 19:39,netral
Instagram,sekolahnya,5/3/2025 19:39,netral
Instagram,mending di rumah main samnak pa🗿,5/3/2025 19:39,netral
Instagram,ya namanya ...kalau demonya dihutang paling dimakan harimau,5/3/2025 19:39,netral
Instagram,brightne mentok tipe bapac²,5/3/2025 19:39,netral
Instagram,fanboy amd garis,5/3/2025 19:39,netral
Instagram,epic moment 😂,5/3/2025 19:39,netral
Instagram,giliran diserang baliu lihat ibu peritii🤡🤡🤡🤡,5/3/2025 19:39,netral
Instagram,harus belajar dulu ama pak n 🫢,5/3/2025 19:39,netral
Instagram,fanboy amd 😂,5/3/2025 19:39,netral
Instagram,"rasan duluan kan? giliran . selagi diem "" kaga rese mah yaudah kecuali udah rese sampe "" ato ga "" baru dah "" no mercy",5/3/2025 19:39,netral
Instagram,knpa lu takut kocalo lu gak bersalah😂😂,5/3/2025 19:39,netral
Instagram,... intel apa kader partai??,5/3/2025 19:39,netral
Instagram,mie ayam🤤,5/3/2025 19:39,netral
Instagram,aoegep saya jendral,5/3/2025 19:39,netral
Instagram,foto termahal 🔥,5/3/2025 19:39,netral
Instagram,maklum lah,5/3/2025 19:39,netral
Instagram,kagak profesional nr k atau masih magang 🤣,5/3/2025 19:39,netral
Instagram,alamak malu dikit ketauan 😹,5/3/2025 19:39,netral
Instagram,kalo sd maen anarkis gitu ditembak mati ditempat adalah pilihan yg,5/3/2025 19:39,netral
Instagram,"emang kenapa kalo dia intel?ko malah digituin? aga heran juga ya udh si "" aja mending demo aja",5/3/2025 19:39,netral
Instagram,mohon petunjuk jendral saya ketauan 😂,5/3/2025 19:39,netral
Instagram,😂😂😂😂😂,5/3/2025 19:39,netral
Instagram,kok .. emangnya ga pada takut kena pidana?,5/3/2025 19:39,netral
Instagram,2 kata intel ketauan 😂,5/3/2025 19:39,netral
Instagram,dibilangin jadi ryzen aja kalo gabisa,5/3/2025 19:39,netral
Instagram,gamau tapi lu pada main . menyal🔥 emangnya udh fix dia intel? siapa tau dia cuma dijadn kambing item biar yg beneran intel bisa,5/3/2025 19:39,netral
Instagram,dia bukan,5/3/2025 19:39,netral
Instagram,nasibnya gimana?,5/3/2025 19:39,netral
Instagram,aas ada,5/3/2025 19:39,netral
Instagram,jendral kancil mungkin 🙏🏻 @,5/3/2025 19:39,netral
Instagram,harusnya pake,5/3/2025 19:39,netral
Instagram,kasih kerantel,5/3/2025 19:39,netral
Instagram,gebuk aja😂😂,5/3/2025 19:39,netral
Instagram,susah kalo intelnya bapak² mode hapenya bapak² gampang ketauan ga sih,5/3/2025 19:39,netral
Instagram,kualitas aparat,5/3/2025 19:39,netral
Instagram,intel nya kurang pro 😄,5/3/2025 19:39,netral
Instagram,"harusnya yg diterjunin a/yg "" jdi geliatan😂",5/3/2025 19:39,netral
Instagram,intel nya kurang,5/3/2025 19:39,netral
Instagram,pinter minimal,5/3/2025 19:39,netral
Instagram,intel magang?,5/3/2025 19:39,netral
Instagram,di sosial media gede di tv nasional 😢,5/3/2025 19:39,netral
Instagram,mungkin lg magang ..,5/3/2025 19:39,netral
Instagram,intelijen kalah ama netijen 😂,5/3/2025 19:39,netral
Instagram,k manda intel komunikasinya langsung ke jendral,5/3/2025 19:39,netral
Instagram,bukaya intel iq nya pada yak 😂,5/3/2025 19:39,netral
Instagram,demo juga punyturan boy👌🏻 mahasisa🤢 demo anarkis .,5/3/2025 19:39,netral
Instagram,font besar 🤣,5/3/2025 19:39,netral
Instagram,grobaknya ditaro mana ya?,5/3/2025 19:39,netral
Instagram,dari dulu jugda cuman yg ini,5/3/2025 19:39,netral
Instagram,alamat mutasi luar jaa 😂,5/3/2025 19:39,netral
Instagram,yg blg intel tugasnya bkin keributan /provokasi justru kalian makanya ksian klo lgsg digebukin gtu belom tentu bener intel malah yebukin yg bikin keributan,5/3/2025 19:39,positif
Instagram,"coba dia yg jadntel terus kita "" aas "" gimana pdhl mreka cuntau",5/3/2025 19:39,netral
Instagram,njir di masa kah,5/3/2025 19:39,netral
Instagram,denger intel jadi lapar 🤤,5/3/2025 19:39,netral
Instagram,intel amatir🗿,5/3/2025 19:39,netral
Instagram,intel :,5/3/2025 19:39,netral
Instagram,untung,5/3/2025 19:39,netral
Instagram,sok²agatain sdm eh ternyata samja ngehajaame² duabelaama psht,5/3/2025 19:39,netral
Instagram,makaynti goresnya pake yg anti spy pak😂,5/3/2025 19:39,netral
Instagram,intel hasil,5/3/2025 19:39,netral
Instagram,ini yang bikin rakyaerbelah dengan mengadu domba kita jangan terprovokasi ya gaeama sama orang-orang suruh istana dan buer di sosmean buat mahasisa yang lagi aksi stay safe,5/3/2025 19:39,netral
Instagram,biar ga dikira harusny tempel stiker ami,5/3/2025 19:39,netral
Instagram,ya maklum lah intelnya pentium,5/3/2025 19:39,netral
Instagram,mau lari tp tengsin 😂,5/3/2025 19:39,netral
Instagram,ketun dijadn intel 😂,5/3/2025 19:39,netral
Instagram,mua bkni smi byra pliois di tilgan dilajan byra pliois ku tka pnygn ukntu sabi byra pliois~,5/3/2025 19:39,netral
Instagram,ada bae lu,5/3/2025 19:39,netral
Instagram,hadeuh,5/3/2025 19:39,netral
Instagram,kok bisa ya manusia gak ber empati ke manusia,5/3/2025 19:39,netral
Instagram,trs bana gitu kalo bisa nemu intel? core i berapa?,5/3/2025 19:39,netral
Instagram,lagi magang,5/3/2025 19:39,netral
Instagram,intel dari jaman begedik masih aja😂 ya gimna gag,5/3/2025 19:39,netral
Instagram,mana fontnya gede bgt pula 😂😂😂😂,5/3/2025 19:39,netral
Instagram,belum coba cek siapa tau,5/3/2025 19:39,netral
Instagram,kukira pemerintah dan aparat2 doang yanelap ternyata yang demo juga gelap masa,5/3/2025 19:39,netral
Instagram,udah dibilangin dagang nasi goreng aja biar ga,5/3/2025 19:39,netral
Instagram,ni oranue liat di isndiri,5/3/2025 19:39,netral
Instagram,menurutlu ini norak apa respect????,5/3/2025 19:39,netral
Instagram,ini lucu bgt 😂😂😂😂😂😂 epic 😂😂😂😂😂😂😂😂,5/3/2025 19:39,netral
Instagram,justru ada dia event aman ..,5/3/2025 19:39,netral
Instagram,ga yakin itu intel beneran atau lagi . tapi ya ajar sih intel dimana².,5/3/2025 19:39,netral
Instagram,dicepuin amd,5/3/2025 19:39,netral
Instagram,. . . bapak ini bukan intel y . bapak ini suka jualan guys g sering lihat koalo bapak ini jualan . kdang jualan bakso kadang lagi jualan es teler terakhir jualan tahu bulat .,5/3/2025 19:39,netral
Instagram,mane ada intel kayak jgn dibodohin 😂😂,5/3/2025 19:39,netral
Instagram,untun,5/3/2025 19:39,netral
Instagram,ih biang kerusuhayda,5/3/2025 19:39,netral
Instagram,baru pertama kali terjun kali,5/3/2025 19:39,netral
Instagram,merinding seintel 😮,5/3/2025 19:39,netral
Instagram,"langsung selesatu dia di kesatuan😂 nyamar itu baru pendemo . kalau perang bisa bocoahasia strategi .... jalan ""nya kalau ya harus di sniper sama kaan sebeluembocorkan info😂.... kok menghayal ""😂",5/3/2025 19:39,netral
Instagram,dia manusia juga loh kaan😢,5/3/2025 19:39,netral
Instagram,indomie ....,5/3/2025 19:39,netral
Instagram,"masksi """" intel😂",5/3/2025 19:39,netral
Instagram,payah intel smp,5/3/2025 19:39,netral
Instagram,"modal atu pak antispy paling 30rb😂 "" emang dlu tes intelnya gmna???😂 apa tetap dengan cara yelap menghkan yg haram??😂",5/3/2025 19:39,netral
Instagram,baru kalnntel l🤣🤣🤣,5/3/2025 19:39,netral
Instagram,🔥🙌🗿🗿🗿🗿,5/3/2025 19:39,netral
Instagram,lagian mukanya tua beda saksi yang kebanyakan umur 20-an 😂,5/3/2025 19:39,netral
Instagram,semoga keluarga nya baik2 .,5/3/2025 19:39,netral
Instagram,nah pakaiaya jg ...,5/3/2025 19:39,netral
Instagram,aman mas ?,5/3/2025 19:39,netral
Instagram,auto di mutasi 😂,5/3/2025 19:39,netral
Instagram,penyamaran terbongkar😂,5/3/2025 19:39,netral
Instagram,itu kabarnya gmna yg ngasih tau?,5/3/2025 19:39,netral
Instagram,quest intel: provokasi➡️anarkis➡️,5/3/2025 19:39,netral
Instagram,cia sama moad ketaa liat,5/3/2025 19:39,netral
Instagram,"a :""miion failed start plan """,5/3/2025 19:39,netral
Instagram,kasian bgt anak istrinya nunuin dirumah😢,5/3/2025 19:39,netral
Instagram,akok di toyorin kah itu pala nya 🤣🤣,5/3/2025 19:39,netral
Instagram,aas amd @,5/3/2025 19:39,netral
Instagram,keren🙌,5/3/2025 19:39,netral
Instagram,kalain pada tau na si bahkan masyarakat lebih percayma mau nangkep maling aja manil nya damkar & langsung ketangkep na kebanyakan prosedur 😂,5/3/2025 19:39,netral
Instagram,intel ko,5/3/2025 19:39,netral
Instagram,he intel ngasih informasinya dengan cara sereceh ini jadi ragu kualitasnya kerjya 😂,5/3/2025 19:39,netral
Instagram,intel = indomi,5/3/2025 19:39,netral
Instagram,biasanng bikin ribut itu yang,5/3/2025 19:39,netral
Instagram,an demo tpi kelakuan pendemonya ga intelektual,5/3/2025 19:39,netral
Instagram,itmpan buat ngalihin perhatian doang 😂,5/3/2025 19:39,netral
Instagram,mahasisa manda,5/3/2025 19:39,netral
Instagram,kalo ada yaleratu temeya😂,5/3/2025 19:39,netral
Instagram,blundeekrut,5/3/2025 19:39,netral
Instagram,indomie telor dia mah 🤣,5/3/2025 19:39,netral
Instagram,mau komen tp dari calon ada yg anota,5/3/2025 19:39,netral
Instagram,etdah makanya pake antigores yg antispy anjir 😭😭😭 bagus tuh yg dr thebrklyn,5/3/2025 19:39,netral
Instagram,indonesia gelap kalo abis,5/3/2025 19:39,positif
Instagram,intel planga plongo 👏,5/3/2025 19:39,netral
Instagram,intel dalam demo itdah biasa banget sebenarnya dari jaman duldah . tapi kok ini bisa ke notice?,5/3/2025 19:39,netral
Instagram,nyusup? dia sengaja bermain .,5/3/2025 19:39,netral
Instagram,pedemo yg lain masih muda dia tua sendiri y dicurigainlah🙌,5/3/2025 19:39,netral
Instagram,serius nanya itu intel mau ngapain di tempat demo?,5/3/2025 19:39,netral
Instagram,inteaan koruptor ❌ inteaan rakyat ✅,5/3/2025 19:39,netral
Instagram,yang begini dipotret . jangan halahin demonstran,5/3/2025 19:39,netral
Instagram,intel pentium 1 muka boraks begini .. anda kurang main tidak mati aja sudah bagus dia 😂,5/3/2025 19:39,netral
Instagram,haruskah segampang,5/3/2025 19:39,netral
Instagram,ini pastntel pentium nih 🤔,5/3/2025 19:39,netral
Instagram,terus kalau dia intel knpa? lu pisakitin? atau knpa sih? anarkis ga jelas .,5/3/2025 19:39,netral
Instagram,intel = indomie,5/3/2025 19:39,netral
Instagram,buat abang yg ngasih tau klo dia apada!✊🏻,5/3/2025 19:39,netral
Instagram,masih magang,5/3/2025 19:39,netral
Instagram,harusnya baa gerobak baso biar gaetauan🤣,5/3/2025 19:39,netral
Instagram,ti2 pake yg anti spy biar ga keliatan,5/3/2025 19:39,netral
Instagram,yhah l,5/3/2025 19:39,netral
Instagram,mata tua . jadi font kudu gede kudu po😂,5/3/2025 19:39,netral
Instagram,lucu bangeadi nonton,5/3/2025 19:39,netral
Instagram,intel koetauan 😂,5/3/2025 19:39,netral
Instagram,intel yg nyamar jd mahasisa: 👀,5/3/2025 19:39,netral
Instagram,ya klo intel ketahuan jadi bukan,5/3/2025 19:39,netral
Instagram,dral tolong saya,5/3/2025 19:39,netral
Instagram,goks🔥🔥🔥,5/3/2025 19:39,netral
Instagram,demo kok anarkis kalo emang mau ribut naik ring,5/3/2025 19:39,netral
Instagram,hasil jual .. jurusan intel rapot .. .. outputnya ..,5/3/2025 19:39,netral
Instagram,kurang,5/3/2025 19:39,netral
Instagram,intel itu nyamar biar tercipta bentrok antara pendemo dengan aparat,5/3/2025 19:39,netral
Instagram,g kira firdaus,5/3/2025 19:39,netral
Instagram,puas g musuh kita,5/3/2025 19:39,netral
Instagram,tolong lah gausah pakerasan gitu bisa kan😢,5/3/2025 19:39,netral
Instagram,yh ketahuan dech😂😂😂,5/3/2025 19:39,netral
Instagram,minimal jadi kang baso kek ha 😂,5/3/2025 19:39,netral
Instagram,2 kata . intel,5/3/2025 19:39,netral
Instagram,dua kata lucu : intel ketahuan 😂,5/3/2025 19:39,netral
Instagram,keren bg itu,5/3/2025 19:39,netral
Instagram,jgn dispi kesalahan nanti kalau ada intel nyusup lg kata²nya cahayanya diredupin sama fontnya kecil² 😂,5/3/2025 19:39,netral
Instagram,ati pelong ndelok rasae 🔥,5/3/2025 19:39,netral
Instagram,hm tp ga digebuk juga,5/3/2025 19:39,netral
Instagram,ripuh jendral kanyahoan 😂,5/3/2025 19:39,netral
Instagram,kepruki,5/3/2025 19:39,netral
Instagram,padahal itu cuma pancingan 😂,5/3/2025 19:39,netral
Instagram,lebih ke,5/3/2025 19:39,netral
Instagram,"ngapain . mo dia intel atau bukan yaudah . intel jg dia dpugas arahan dr . ga mungkin dia "" "" ada .",5/3/2025 19:39,netral
Instagram,indomi telor?,5/3/2025 19:39,netral
Instagram,intel nyamar mahasisa ❌ nyamar intel✅. 😭😭🤣🤣🤣,5/3/2025 19:39,netral
Instagram,"😂😂matn ,",5/3/2025 19:39,netral
Instagram,kena tegur atasan tuh intel nya karna penyamaraya diketahui arga,5/3/2025 19:39,netral
Instagram,aku suka banget liat ini🔥🔥🔥,5/3/2025 19:39,netral
Instagram,habis berapa hektar .???,5/3/2025 19:39,netral
Instagram,ih kasian 😢,5/3/2025 19:39,netral
Instagram,matikan?,5/3/2025 19:39,netral
Instagram,amatir 😂,5/3/2025 19:39,netral
Instagram,intel gen berapa tu?,5/3/2025 19:39,netral
Instagram,- aura 😂,5/3/2025 19:39,netral
Instagram,bukan intel itumah namanya tumbal 😂,5/3/2025 19:39,netral
Instagram,indahnya negeriku 👏,5/3/2025 19:39,netral
Instagram,😂😂😂😂😂😂😂,5/3/2025 19:39,netral
Instagram,lah lu intel? @,5/3/2025 19:39,netral
Instagram,intel tentara gak level main yg kayak,5/3/2025 19:39,netral
Instagram,"otfit "" intel bet😂",5/3/2025 19:39,netral
Instagram,tukang bakso nyamar intel itu,5/3/2025 19:39,netral
Instagram,lebih lasian,5/3/2025 19:39,netral
Instagram,indomi,5/3/2025 19:39,netral
Instagram,yg bilang provokas emg udah yakin beneran gitu? kan gatau juga semuanya juga . kasian juga liat . setidaknya si bapaan cuma turun langsung kejalan karna emang dia intel dan itu bagian . kenapa harus pakerasan gitu juga sih? ini yg bikin demo jadi anarkis juga😢,5/3/2025 19:39,positif
Instagram,pake tempergla anti spy dong,5/3/2025 19:39,netral
Instagram,trus kalau intel kenapa? harus disoraki kah?,5/3/2025 19:39,netral
Instagram,yakali ikut,5/3/2025 19:39,netral
Instagram,milenia nau ngelaan gen z k dengan typinedn jelas ketauan,5/3/2025 19:39,netral
Instagram,gok 🔥🔥🔥,5/3/2025 19:39,netral
Instagram,omat ulah bilih ...,5/3/2025 19:39,netral
Instagram,mau tutor jadntel kah pak?,5/3/2025 19:39,netral
Instagram,1312 😂😂😂,5/3/2025 19:39,netral
Instagram,itu yg ngasih tau aloy?,5/3/2025 19:39,netral
Instagram,harus belajar sama kang,5/3/2025 19:39,netral
Instagram,trus kalo intel kenapa? serius,5/3/2025 19:39,netral
Instagram,pict paling oke di 2025🔥,5/3/2025 19:39,netral
Instagram,font gede bngt khas,5/3/2025 19:39,netral
Instagram,👮‍♂️: aduh boaya tolong saya .,5/3/2025 19:39,netral
Instagram,gak ada yang beritain ok media malah yang rame si @ di tv😂😂😂,5/3/2025 19:39,netral
Instagram,intel pun dari org dalan,5/3/2025 19:39,netral
Instagram,untung amd 😂😂,5/3/2025 19:39,netral
Instagram,gaenaan rasanya ketangkep basah terus di,5/3/2025 19:39,netral
Instagram,intel i brp mas?,5/3/2025 19:39,netral
Instagram,indomie telor 🤤,5/3/2025 19:39,netral
Instagram,diketaain moad😂,5/3/2025 19:39,netral
Instagram,""" 🤡 : ya kami tidak bermaksud apa* hanya memantau situasi dari dalam supaya tetap "" 🗿🗿🗿",5/3/2025 19:39,netral
Instagram,netizen indo keras cok😂,5/3/2025 19:39,netral
Instagram,lagi matel intel an,5/3/2025 19:39,netral
Instagram,mahasisa sekarang cuma pengen eksis di media sosial 😂,5/3/2025 19:39,netral
Instagram,hrus banget di gebukin??????? dia lagi jalanin tugas mau gamau harus nurut . kenapa malah dia yg di gebukin,5/3/2025 19:39,netral
Instagram,lau keren bang🔥,5/3/2025 19:39,netral
Instagram,itu kabar intelnya gimanbis dikeroyok?,5/3/2025 19:39,netral
Instagram,utusan mulyono lagi,5/3/2025 19:39,netral
Instagram,mending jadi bin daripada polisi 😂,5/3/2025 19:39,netral
Instagram,emanajinya ga kebeli tampered gla anti spy pak ?,5/3/2025 19:39,netral
Instagram,"laak bgt intelnya kek ""😂",5/3/2025 19:39,netral
Instagram,cuma ngebayangin aja klo misalkan intel itu adalah keluarganya sendiri (ayah / abang) apakah msh bisa senaekroyok gtu? ga bermaksud ngebela intelnya cuma ingin membayangkan saja 🙏🏻😊,5/3/2025 19:39,netral
Instagram,diam tanpa kata 😂😂😂,5/3/2025 19:39,netral
Instagram,intel nya masih pentium 4😂,5/3/2025 19:39,netral
Instagram,buat ak ? laporan ke atas kalo ada yg berani kritik ya ??😂😂,5/3/2025 19:39,netral
Instagram,lagiagapan demo saya rasa cara masayarakat jepang k nih buat ita cukup golput gak ? gak da pemilih pemerintah pun,5/3/2025 19:39,netral
Instagram,udh bener jualan indomi telor malah jadi babu aparat😂,5/3/2025 19:39,netral
Instagram,ini acarpa yah?,5/3/2025 19:39,netral
Instagram,suakyat gak mau di cari provokasi pakek intel🗿,5/3/2025 19:39,positif
Instagram,mahasea bukan sikap,5/3/2025 19:39,netral
Instagram,trimakasih udah mao di ..😂,5/3/2025 19:39,netral
Instagram,panik😂,5/3/2025 19:39,netral
Instagram,berfikir lebih jernih knpa dia ya karna yg lebih gede ga bisa,5/3/2025 19:39,netral
Instagram,masih magang kaltu 😂,5/3/2025 19:39,netral
Instagram,panil damka,5/3/2025 19:39,netral
Instagram,gaptek dia😂,5/3/2025 19:39,netral
Instagram,"intel nya masih ,,, 😂, agaudet",5/3/2025 19:39,netral
Instagram,yg ngefotoin keren jir 😭,5/3/2025 19:39,netral
Instagram,... trus kalau intelnya ketahuan dan digebukin rame- mau salahteagi? yang nyusup diantara maa buat gebuktel? atau gimana? 😂,5/3/2025 19:39,netral
Instagram,aparat kita juga harus . no damai !!!!!,5/3/2025 19:39,netral
Instagram,intel .,5/3/2025 19:39,netral
Instagram,kok bisa intel ga jago jaga privasi?,5/3/2025 19:39,netral
Instagram,masja masa🔥,5/3/2025 19:39,netral
Instagram,yg dagang kopi starling juga harus diaspadai 😁,5/3/2025 19:39,netral
Instagram,ya kali ada intel n seterang itu di tengah2 pendemo 😂😂😂,5/3/2025 19:39,netral
Instagram,"aku ikut demo mah langsung """" ini !",5/3/2025 19:39,netral
Instagram,gaaya intel cina di konten yt lu bang,5/3/2025 19:39,netral
Instagram,👤 : kumaha beunang teu nu demo teh? 🗣️ : beunang bos 👤 : mantuh nu beunang teh? 🗣️ : beunang jeung urangna bos 👤 : kumahtuh ayeuna? 🗣️ : keur di riuang bos 👤 : lumpuh lumpat 🗣️ : tulungan bo 😭😭😭,5/3/2025 19:39,netral
Instagram,ditengah2 mau ngapain pak? bikin rusuh? terus nanti mahasisa yg dsalahin? 😂,5/3/2025 19:39,netral
Instagram,jadnget viderang sunda yang nyari ayam 😂,5/3/2025 19:39,netral
Instagram,bagusan intel apmd?,5/3/2025 19:39,netral
Instagram,intel : jendral saya ketauan | jendral : you are alone .,5/3/2025 19:39,netral
Instagram,manta g,5/3/2025 19:39,netral
Instagram,intel masih,5/3/2025 19:39,netral
Instagram,aas intelnynak muda juga😂,5/3/2025 19:39,netral
Instagram,harusnya sih .,5/3/2025 19:39,netral
Instagram,alumni 212 : firsime?,5/3/2025 19:39,netral
Instagram,foto terkeren abad ini 😂😂,5/3/2025 19:39,netral
Instagram,kasian .,5/3/2025 19:39,netral
Instagram,86 monitor penyamaran l 😱,5/3/2025 19:39,netral
Instagram,ah bisa banyak yg jadi tersangka ..,5/3/2025 19:39,netral
Instagram,intel koetahuan padahal baru nyisir 😂😂😂,5/3/2025 19:39,netral
Instagram,salah merekrut yang di terjunkan itsia muda sebaya mahasisa jadi bisa berbaur lagi jangan gunakan hp jika tidak ....kalaupun terdesak cukup kirimkan sandi melalui a contoh .(k) berarti butuh pertolongan itupuomor yang di tuju harus di samarkan contoh informasi jadi sayang laporan jangan sampai ada kalimat berbau-bau formalitaepertzidan biar tidak ada kecurign apalagi po ramai kayak .,5/3/2025 19:39,netral
